Edad;Genero;Vivienda;Ecivil;Ubicacion;Salario;Hijos;Historial;Catalogos;Monto
Media;Masculino;Propia;Soltero;Cerca;60300;0;NA;24;2091
Joven;Masculino;Alquilada;Casado;Lejos;41600;0;Alto;24;1690
Media;Masculino;Propia;Soltero;Cerca;73700;1;Medio;12;1274
Joven;Femenino;Alquilada;Soltero;Cerca;27000;1;NA;24;1012
Media;Femenino;Alquilada;Soltero;Cerca;43700;0;Medio;12;950
Joven;Masculino;Alquilada;Soltero;Cerca;10200;2;NA;12;333
Media;Femenino;Propia;Casado;Cerca;63300;2;Medio;24;679
Joven;Femenino;Propia;Soltero;Lejos;33200;2;Medio;12;607
Adulta;Femenino;Propia;Casado;Lejos;78800;0;Alto;18;3398
Media;Masculino;Propia;Casado;Cerca;82500;0;Alto;6;859
Media;Masculino;Propia;Soltero;Lejos;80800;2;Alto;18;2444
Media;Masculino;Propia;Casado;Cerca;88100;2;Medio;24;1078
Media;Masculino;Alquilada;Casado;Lejos;124800;3;Alto;18;2537
Joven;Masculino;Propia;Soltero;Cerca;31900;0;Medio;6;616
Media;Femenino;Propia;Soltero;Cerca;53300;3;NA;6;508
Adulta;Masculino;Propia;Casado;Lejos;15400;0;Bajo;6;297
Media;Masculino;Propia;Casado;Cerca;70200;0;NA;6;1583
Joven;Femenino;Alquilada;Soltero;Cerca;23000;3;Bajo;6;79
Media;Femenino;Propia;Casado;Cerca;82400;2;Medio;18;657
Media;Femenino;Propia;Casado;Cerca;97900;0;Alto;24;2149
Adulta;Femenino;Alquilada;Casado;Lejos;88400;0;Alto;18;3632
Media;Femenino;Propia;Casado;Cerca;86900;0;Alto;18;2230
Media;Femenino;Propia;Soltero;Cerca;45100;1;Medio;12;448
Media;Masculino;Alquilada;Soltero;Cerca;41800;3;Bajo;24;301
Adulta;Masculino;Propia;Casado;Cerca;74800;0;Alto;18;1968
Media;Femenino;Alquilada;Casado;Cerca;73000;1;Medio;6;490
Media;Masculino;Propia;Casado;Cerca;118500;1;Alto;24;3063
Media;Masculino;Propia;Soltero;Cerca;65300;3;Bajo;6;193
Media;Femenino;Alquilada;Casado;Cerca;66300;2;Medio;12;544
Media;Masculino;Propia;Casado;Lejos;103900;1;Alto;24;2666
Media;Femenino;Propia;Casado;Cerca;71900;0;Alto;18;1846
Media;Masculino;Propia;Casado;Lejos;86100;1;NA;12;1255
Media;Masculino;Propia;Casado;Cerca;96300;1;Alto;12;1081
Joven;Femenino;Alquilada;Soltero;Cerca;10200;3;NA;6;199
Media;Masculino;Propia;Casado;Cerca;96300;2;NA;18;3916
Adulta;Femenino;Propia;Soltero;Lejos;24000;1;Bajo;6;357
Media;Femenino;Alquilada;Casado;Cerca;46700;0;Medio;24;983
Media;Femenino;Alquilada;Soltero;Cerca;53700;2;NA;12;1194
Media;Masculino;Alquilada;Casado;Cerca;108300;2;NA;12;2224
Joven;Femenino;Alquilada;Soltero;Cerca;12100;1;Bajo;6;90
Joven;Masculino;Alquilada;Casado;Cerca;36600;0;NA;6;587
Adulta;Masculino;Propia;Casado;Cerca;66300;0;Alto;12;1088
Joven;Femenino;Propia;Soltero;Cerca;33400;1;NA;6;617
Media;Masculino;Propia;Casado;Lejos;70000;1;NA;6;1227
Media;Femenino;Propia;Soltero;Cerca;47900;1;Medio;24;662
Media;Femenino;Alquilada;Casado;Cerca;40500;2;Bajo;18;622
Adulta;Masculino;NA;Soltero;Cerca;69100;0;Alto;12;1477
Joven;Femenino;Alquilada;Soltero;Cerca;13300;1;NA;6;236
Media;Femenino;Alquilada;Casado;Lejos;75800;1;Alto;12;1830
Media;Femenino;Alquilada;Casado;Cerca;48600;0;Medio;24;1583
Adulta;Femenino;Propia;Soltero;Cerca;39600;0;Medio;12;610
Joven;Femenino;Alquilada;Soltero;Cerca;11700;0;Bajo;12;193
Joven;Masculino;Alquilada;Casado;Cerca;52600;1;Medio;12;1052
Joven;Masculino;Alquilada;Soltero;Cerca;14600;3;NA;6;307
Adulta;Masculino;Propia;Casado;Cerca;123000;0;Alto;24;3671
Adulta;Femenino;Alquilada;Casado;Lejos;64600;0;Alto;18;2206
Media;Femenino;Propia;Soltero;Lejos;34600;2;Medio;18;748
Media;Masculino;Propia;Casado;Cerca;74500;0;Alto;6;1481
Adulta;Masculino;Propia;Casado;Cerca;56600;0;NA;24;1607
Adulta;Femenino;Alquilada;Soltero;Cerca;37000;1;NA;6;632
Joven;Femenino;Alquilada;Soltero;Lejos;18400;1;Bajo;6;303
Joven;Masculino;Alquilada;Soltero;Cerca;25000;0;Bajo;6;264
Media;Masculino;Propia;Casado;Lejos;61400;1;Alto;24;1575
Media;Masculino;Propia;Casado;Cerca;76400;2;Medio;18;881
Joven;Masculino;Propia;Casado;Cerca;55100;0;Medio;18;1439
Adulta;Femenino;Propia;Casado;Lejos;22800;0;NA;12;452
Adulta;Femenino;Propia;Casado;Cerca;10100;1;Bajo;6;93
Joven;Masculino;Alquilada;Soltero;Cerca;17800;0;Bajo;18;292
Media;Femenino;Propia;Casado;Cerca;59100;1;NA;6;1426
Joven;Femenino;Alquilada;Soltero;Lejos;19700;2;Bajo;6;330
NA;Masculino;Propia;Casado;Lejos;73800;0;Alto;24;3120
Media;Masculino;Propia;Casado;Lejos;113300;1;Alto;18;5151
Media;Masculino;Propia;Casado;Lejos;118400;2;NA;12;3941
Media;Masculino;Propia;Casado;Cerca;92300;1;NA;24;2141
Joven;Masculino;Alquilada;Soltero;Cerca;11200;0;NA;6;106
Joven;Femenino;Alquilada;Casado;Lejos;30100;0;Medio;12;530
Media;Femenino;Propia;Soltero;Cerca;43500;1;Medio;12;500
Media;Masculino;Propia;Casado;Cerca;97500;0;Alto;18;2837
NA;Masculino;Propia;Casado;Cerca;54600;0;Medio;24;1246
Media;Masculino;Alquilada;Soltero;Lejos;42500;1;NA;6;798
Media;Masculino;Propia;Soltero;Cerca;82800;0;NA;6;1544
Adulta;Masculino;Propia;Casado;Lejos;62300;0;Alto;24;2644
Joven;Masculino;Alquilada;Soltero;Lejos;21900;2;NA;6;192
Media;Femenino;Alquilada;Soltero;Lejos;35600;3;Bajo;18;865
Media;Masculino;Propia;Casado;Cerca;96900;0;Alto;6;1159
Joven;Femenino;Alquilada;Casado;Cerca;36900;1;NA;18;1480
Media;Femenino;Alquilada;Casado;Cerca;93500;1;Alto;18;1426
Media;Masculino;Propia;Casado;Cerca;97300;1;NA;12;3048
Joven;Masculino;Alquilada;Soltero;Cerca;21900;0;Bajo;12;276
Media;Masculino;Alquilada;Soltero;Cerca;63000;0;Alto;24;1910
Joven;Femenino;Alquilada;Soltero;Cerca;11500;3;NA;6;157
Media;Masculino;Propia;Soltero;Cerca;44600;2;Bajo;6;236
Joven;Femenino;Alquilada;Soltero;Cerca;21900;1;NA;12;576
Media;Masculino;Alquilada;Soltero;Lejos;45100;1;Medio;12;794
Adulta;Femenino;Propia;Casado;Cerca;74900;0;Alto;12;1474
Joven;Masculino;Alquilada;Soltero;Cerca;14200;0;Bajo;6;250
Joven;Femenino;Alquilada;Soltero;Lejos;23200;2;NA;24;788
Adulta;Masculino;Propia;Casado;Cerca;73300;0;NA;12;1694
Adulta;Masculino;Propia;Casado;Lejos;41300;0;Alto;24;1985
Adulta;Femenino;Propia;Soltero;Lejos;NA;0;Medio;24;1252
Adulta;Femenino;Propia;Soltero;Cerca;35200;0;NA;12;827
Joven;Femenino;Alquilada;Soltero;Cerca;13100;0;NA;18;314
Media;Masculino;Propia;Casado;Cerca;97400;1;Alto;6;880
Joven;Femenino;Alquilada;Soltero;Lejos;NA;2;Bajo;6;466
Media;Masculino;Propia;Soltero;Cerca;49200;3;Bajo;12;210
Media;Masculino;Propia;Soltero;Lejos;NA;1;NA;18;902
Media;Masculino;Propia;Casado;Cerca;87200;0;Alto;18;1274
Media;Masculino;Propia;Soltero;Cerca;49900;1;NA;24;1631
Media;Masculino;Propia;Casado;Cerca;66900;0;Alto;12;1220
Media;Femenino;Propia;Soltero;Cerca;47600;1;Medio;12;801
Media;Femenino;Propia;Soltero;Cerca;47900;0;NA;12;1090
NA;Masculino;Propia;Soltero;Cerca;59400;0;Medio;18;1699
Media;Femenino;Alquilada;Soltero;Cerca;32700;2;Bajo;6;273
Media;Masculino;Alquilada;Soltero;Cerca;34200;1;Bajo;18;523
Media;Masculino;Propia;Casado;Cerca;96600;0;NA;12;1437
Media;Femenino;Propia;Casado;Cerca;126300;1;Alto;6;1888
Joven;Masculino;Alquilada;Soltero;Cerca;31600;1;NA;12;476
Media;Femenino;Propia;Casado;Lejos;NA;3;Alto;18;2632
Media;Femenino;Alquilada;Soltero;Cerca;43300;3;Bajo;24;326
Adulta;Femenino;Alquilada;Soltero;Lejos;17900;0;Bajo;6;446
Media;Masculino;Propia;Soltero;Lejos;50100;1;Alto;18;1071
Adulta;Femenino;Propia;Casado;Cerca;74700;0;Alto;12;1699
Adulta;Masculino;Alquilada;Casado;Cerca;60000;0;Medio;6;966
Joven;Masculino;Propia;Soltero;Cerca;33400;0;NA;12;567
Media;Femenino;Alquilada;Casado;Cerca;68800;0;NA;6;1658
Media;Femenino;Alquilada;Soltero;Cerca;25700;2;Bajo;6;173
Media;Masculino;Propia;Casado;Cerca;83700;0;Alto;24;3344
Media;Masculino;Alquilada;Soltero;Cerca;50500;0;Medio;12;1029
Joven;Femenino;Alquilada;Soltero;Cerca;17300;0;Bajo;12;345
Media;Masculino;Propia;Soltero;Cerca;45800;0;NA;6;712
Adulta;Masculino;Propia;Casado;Cerca;108900;0;Alto;12;1841
Media;Femenino;Alquilada;Casado;Cerca;60500;2;Bajo;6;409
Adulta;Femenino;Propia;Casado;Lejos;84100;0;Alto;18;2710
NA;Masculino;Alquilada;Casado;Lejos;25100;0;Medio;12;592
Media;Masculino;Propia;Casado;Cerca;69900;1;NA;18;2101
Media;Masculino;Propia;Casado;Cerca;97100;0;NA;12;1473
Media;Femenino;Propia;Casado;Cerca;72200;2;Medio;18;715
Adulta;Femenino;Propia;Casado;Lejos;78900;0;Alto;18;2233
Media;Femenino;Propia;Soltero;Lejos;62500;3;NA;6;921
Joven;Femenino;Alquilada;Soltero;Cerca;17800;1;Bajo;6;216
Media;Femenino;Propia;Casado;Cerca;105500;1;Alto;6;1781
Media;Femenino;Propia;Soltero;Cerca;46100;2;Bajo;12;418
Joven;Masculino;Alquilada;Soltero;Cerca;27100;1;Bajo;12;268
Joven;Masculino;Alquilada;Casado;Lejos;60300;1;NA;6;1252
Joven;Femenino;Alquilada;Soltero;Cerca;12000;0;Bajo;6;140
Media;Femenino;Propia;Soltero;Cerca;NA;0;Medio;12;992
NA;Masculino;Alquilada;Soltero;Cerca;45600;0;Medio;18;1388
Media;Femenino;Propia;Soltero;Cerca;35200;2;Bajo;6;233
Media;Masculino;Alquilada;Soltero;Lejos;60200;0;Alto;24;2304
Media;Femenino;Alquilada;Casado;Lejos;53900;1;Alto;18;2177
Media;Masculino;Propia;Casado;Cerca;70400;2;NA;12;1127
Joven;Masculino;Alquilada;Casado;Cerca;36900;0;Medio;18;721
Adulta;Femenino;Propia;Soltero;Cerca;36100;0;Medio;12;438
Joven;Femenino;Alquilada;Soltero;Cerca;11000;2;NA;18;393
Media;Masculino;Propia;Soltero;Cerca;61600;0;NA;18;1666
Media;Masculino;Propia;Casado;Cerca;88700;1;NA;18;2448
Media;Femenino;Propia;Casado;Lejos;88600;1;Alto;18;2563
Media;Masculino;Alquilada;Casado;Cerca;79500;0;Alto;18;1763
Joven;Femenino;Alquilada;Soltero;Cerca;18900;1;Bajo;6;184
Adulta;Femenino;Propia;Soltero;Cerca;17300;0;Bajo;6;166
Media;Femenino;Alquilada;Casado;Cerca;81400;2;NA;6;1014
Joven;Masculino;Alquilada;Casado;Cerca;36500;0;Medio;24;1140
Media;Femenino;NA;Soltero;Cerca;43300;1;NA;18;1021
Media;Masculino;Propia;Casado;Cerca;76700;1;Medio;24;1431
Media;Masculino;Propia;Casado;Lejos;NA;1;Alto;24;5878
Media;Masculino;Propia;Soltero;Cerca;56300;3;Bajo;6;321
Media;Masculino;Propia;Casado;Cerca;70000;0;Alto;24;1974
Media;Masculino;Propia;Soltero;Cerca;NA;0;Medio;18;1640
Joven;Femenino;NA;Casado;Cerca;79400;0;NA;6;1175
Media;Femenino;Propia;Casado;Cerca;63700;3;Bajo;12;364
Joven;Masculino;Alquilada;Soltero;Cerca;21200;0;NA;12;417
Media;Masculino;Alquilada;Soltero;Cerca;53900;0;Medio;12;1060
Adulta;Femenino;Propia;Casado;Cerca;118800;0;Alto;18;2176
Media;Femenino;Propia;Casado;Cerca;79400;3;Bajo;6;200
Adulta;Femenino;Alquilada;Soltero;Lejos;20400;0;NA;24;513
Media;Masculino;Alquilada;Soltero;Cerca;52400;0;NA;18;857
Adulta;Femenino;Propia;Soltero;Cerca;17600;0;Bajo;6;224
Joven;Masculino;Alquilada;Soltero;Cerca;23500;0;Bajo;12;371
Joven;Masculino;Alquilada;Casado;Cerca;56900;2;Bajo;12;687
Media;Masculino;Propia;Casado;Cerca;95100;2;Medio;12;809
Media;Masculino;Propia;Casado;Cerca;NA;2;Medio;24;2090
Adulta;Masculino;Propia;Soltero;Cerca;58700;0;NA;24;1479
Media;Femenino;Propia;Casado;Cerca;76700;2;Medio;6;534
Media;Masculino;Propia;Casado;Cerca;67600;1;Medio;18;1172
Media;Masculino;Propia;Soltero;Cerca;61500;2;Medio;24;968
Adulta;Femenino;Propia;Casado;Cerca;72900;0;Alto;6;753
Adulta;Femenino;Alquilada;Soltero;Cerca;21200;0;Bajo;6;242
Adulta;Masculino;Alquilada;Soltero;Cerca;32400;1;Bajo;12;515
Media;Femenino;Propia;Casado;Cerca;62200;3;NA;24;2119
Adulta;Femenino;Propia;Soltero;Cerca;24400;0;Bajo;6;491
Media;Masculino;Propia;Casado;Cerca;66500;3;Bajo;12;286
Adulta;Femenino;Alquilada;Casado;Lejos;72200;0;Alto;24;3069
Joven;Femenino;Alquilada;Soltero;Cerca;16900;2;NA;6;281
Joven;Masculino;Alquilada;Casado;Cerca;56300;0;NA;24;1608
Adulta;Femenino;Propia;Soltero;Lejos;22000;0;Medio;12;736
Joven;Femenino;Alquilada;Soltero;Cerca;18800;2;Bajo;18;170
Joven;Femenino;Alquilada;Soltero;Cerca;26600;2;Bajo;24;245
Media;Femenino;NA;Casado;Cerca;72100;0;Alto;24;3052
Media;Masculino;Propia;Soltero;Lejos;55600;0;Alto;18;1786
Joven;Femenino;Alquilada;Soltero;Cerca;14600;3;Bajo;6;47
Adulta;Masculino;Propia;Casado;Cerca;45900;0;Medio;24;1645
Joven;Femenino;Propia;Soltero;Cerca;15100;0;Bajo;6;274
Media;Masculino;Propia;Casado;Cerca;140700;3;Medio;12;1001
Media;Masculino;Propia;Casado;Cerca;90300;0;Alto;24;1944
NA;Masculino;Propia;Casado;Cerca;95900;0;Alto;24;2585
Joven;Masculino;NA;Soltero;Lejos;20800;0;NA;6;260
Media;Masculino;Propia;Casado;Cerca;98400;0;Alto;12;1414
Joven;Femenino;Alquilada;Soltero;Cerca;15000;2;NA;12;341
Joven;Masculino;Alquilada;Soltero;Cerca;17700;1;Bajo;12;268
Media;Masculino;Propia;Casado;Cerca;102400;1;Alto;18;1237
Joven;Masculino;Alquilada;Soltero;Lejos;17800;1;NA;18;589
Joven;Masculino;Alquilada;Soltero;Lejos;13800;1;Bajo;12;368
NA;Femenino;Alquilada;Soltero;Cerca;50500;1;Medio;12;940
Media;Femenino;Alquilada;Soltero;Cerca;42000;3;Bajo;18;232
Media;Masculino;Propia;Casado;Cerca;95800;3;Bajo;12;678
Joven;Masculino;Alquilada;Soltero;Cerca;15200;0;NA;12;324
Joven;Masculino;Alquilada;Soltero;Cerca;15800;2;Bajo;12;147
Adulta;Masculino;Propia;Soltero;Cerca;51400;0;NA;6;694
Adulta;Femenino;Alquilada;Casado;Cerca;38200;0;Medio;6;526
Media;Femenino;Alquilada;Soltero;Cerca;39900;1;Bajo;12;586
Joven;Femenino;Propia;Soltero;Cerca;21600;2;NA;12;491
Adulta;Femenino;Propia;Casado;Cerca;65900;0;Alto;24;1436
Media;Femenino;Propia;Casado;Cerca;97500;1;Alto;12;1280
Media;Masculino;Alquilada;Casado;Lejos;63000;0;Alto;18;2107
Joven;Femenino;Propia;Soltero;Lejos;31900;0;NA;12;860
Media;Femenino;Alquilada;Soltero;Lejos;45500;1;NA;18;1624
Adulta;Femenino;Propia;Soltero;Cerca;12800;0;NA;12;230
Adulta;Femenino;Propia;Casado;Lejos;12600;2;Bajo;12;164
NA;Masculino;Alquilada;Soltero;Cerca;50700;3;Bajo;6;157
Joven;Femenino;Alquilada;Soltero;Cerca;17900;3;Bajo;6;62
Joven;Femenino;Alquilada;Soltero;Cerca;14400;1;Bajo;18;223
Adulta;Femenino;Propia;Soltero;Cerca;23800;0;Bajo;6;438
Media;Masculino;Propia;Casado;Cerca;84700;3;NA;24;2705
Media;Femenino;Alquilada;Soltero;Cerca;36900;1;Bajo;6;371
Adulta;Femenino;Propia;Soltero;Cerca;20600;0;Bajo;6;201
Joven;Masculino;Alquilada;Casado;Cerca;41500;0;NA;24;1213
Media;Masculino;Propia;Casado;Cerca;83100;2;Medio;6;586
Media;Masculino;Propia;Casado;Lejos;88700;2;Alto;24;2693
Adulta;Femenino;Propia;Casado;Cerca;54700;0;Medio;24;1404
Media;Masculino;Propia;Soltero;Cerca;68900;2;NA;18;2784
Joven;Femenino;Alquilada;Soltero;Cerca;22200;2;Bajo;18;275
Media;Femenino;Propia;Casado;Cerca;70900;1;Medio;12;794
Media;Masculino;Propia;Soltero;Cerca;NA;0;Medio;12;964
Media;Femenino;Propia;Casado;Cerca;80800;1;NA;18;1598
Media;Masculino;Propia;Casado;Lejos;100600;3;Alto;24;2838
Adulta;Femenino;Propia;Soltero;Cerca;NA;0;NA;6;619
Joven;Femenino;Alquilada;Casado;Cerca;71200;3;Bajo;12;392
Adulta;Femenino;NA;Casado;Cerca;61000;0;NA;18;1850
Adulta;Masculino;Propia;Soltero;Cerca;38700;0;NA;24;1506
Media;Masculino;Propia;Casado;Lejos;98900;0;NA;18;3126
Media;Masculino;Propia;Soltero;Cerca;64300;0;NA;6;1325
Media;Femenino;Propia;Casado;Cerca;75600;0;NA;12;1541
Joven;Femenino;Alquilada;Casado;Lejos;53700;0;Alto;24;2491
Media;Masculino;Propia;Soltero;Cerca;NA;0;Alto;18;1177
Adulta;Femenino;Propia;Casado;Cerca;89000;0;Alto;12;1487
Joven;Femenino;Alquilada;Soltero;Lejos;18200;2;Bajo;12;322
Joven;Femenino;Alquilada;Casado;Cerca;73600;1;Medio;6;647
Media;Femenino;Alquilada;Soltero;Lejos;45600;0;Alto;12;1322
Joven;Masculino;Propia;Casado;Cerca;73000;0;NA;6;1534
Joven;Masculino;Propia;Soltero;Cerca;29600;3;NA;12;583
Media;Masculino;Alquilada;Casado;Cerca;92900;1;NA;6;1705
Adulta;Femenino;Alquilada;Soltero;Lejos;13900;0;Bajo;6;191
Joven;Masculino;Alquilada;Casado;Cerca;64300;3;Bajo;6;239
Media;Masculino;Propia;Casado;Cerca;77100;2;Medio;6;568
Joven;Femenino;Propia;Soltero;Cerca;27500;3;NA;12;571
Adulta;Masculino;Alquilada;Casado;Cerca;81800;0;Alto;6;919
Adulta;Femenino;Alquilada;Casado;Cerca;41700;0;Medio;18;1398
Adulta;Femenino;Propia;Casado;Cerca;51000;0;Medio;12;1025
Media;Masculino;Alquilada;Soltero;Cerca;55900;1;Medio;12;909
Joven;Masculino;Alquilada;Soltero;Cerca;19800;2;Bajo;12;209
Joven;Masculino;Alquilada;Soltero;Cerca;17600;0;NA;6;245
Media;Masculino;Alquilada;Casado;Lejos;84100;1;Alto;24;2362
Media;Masculino;Propia;Casado;Cerca;85600;0;Alto;24;3380
Joven;Masculino;Alquilada;Soltero;Cerca;13400;0;Bajo;18;424
Joven;Femenino;Alquilada;Casado;Lejos;47200;1;Medio;12;1272
Media;Masculino;Propia;Casado;Cerca;96300;1;Alto;24;1909
Media;Masculino;Propia;Casado;Cerca;60500;3;Bajo;12;340
NA;Femenino;Propia;Soltero;Cerca;35800;1;NA;24;1355
Media;Masculino;Alquilada;Casado;Cerca;106100;3;Bajo;12;472
Joven;Masculino;Alquilada;Soltero;Cerca;18000;0;Bajo;12;303
Media;Masculino;Alquilada;Soltero;Lejos;50000;1;NA;6;1079
Adulta;Femenino;Propia;Soltero;Cerca;58200;0;Medio;18;981
Joven;Femenino;Alquilada;Soltero;Lejos;13500;2;Bajo;12;160
Media;Femenino;Propia;Casado;Cerca;59900;1;NA;6;613
Joven;Femenino;Alquilada;Soltero;Lejos;18400;1;Bajo;12;662
Media;Masculino;Alquilada;Casado;Cerca;62800;3;Bajo;6;177
Media;Masculino;Alquilada;Soltero;Cerca;70000;0;Alto;6;785
Joven;Femenino;Alquilada;Soltero;Lejos;13600;1;NA;18;349
Media;Femenino;Alquilada;Casado;Cerca;97400;3;Bajo;6;213
Adulta;Femenino;Propia;Casado;Lejos;37500;0;Medio;18;1578
Adulta;Femenino;Propia;Soltero;Cerca;22800;0;Bajo;6;258
Joven;Femenino;Alquilada;Soltero;Cerca;14200;0;NA;6;192
Joven;Masculino;Alquilada;Soltero;Cerca;18700;0;Bajo;12;289
Media;Masculino;NA;Casado;Cerca;107400;1;Alto;24;1821
Joven;Femenino;Alquilada;Soltero;Lejos;28900;0;Medio;24;905
Media;Masculino;Alquilada;Casado;Cerca;NA;2;Bajo;6;188
Media;Masculino;Alquilada;Soltero;Cerca;54200;0;NA;18;1405
Adulta;Masculino;Propia;Casado;Cerca;102700;0;NA;18;2381
Joven;Femenino;Alquilada;Soltero;Cerca;13300;1;Bajo;6;184
Media;Masculino;Propia;Soltero;Cerca;60200;3;NA;12;1364
Joven;Masculino;Alquilada;Soltero;Cerca;21400;0;NA;12;414
Joven;Femenino;Alquilada;Soltero;Cerca;21700;2;NA;6;387
Joven;Masculino;Alquilada;Soltero;Cerca;23200;1;Bajo;24;504
Media;Masculino;Propia;Casado;Cerca;NA;2;Medio;12;574
Media;Masculino;Alquilada;Soltero;Cerca;55600;0;Medio;6;984
Media;Masculino;Propia;Casado;Lejos;89500;0;Alto;24;5209
Joven;Femenino;Alquilada;Soltero;Lejos;12500;1;NA;12;422
Media;Masculino;Propia;Casado;Cerca;87000;0;Alto;24;1594
Media;Femenino;Alquilada;Soltero;Lejos;31200;3;NA;24;1087
Joven;Femenino;Alquilada;Soltero;Cerca;13700;1;NA;6;163
Media;Masculino;Propia;Soltero;Cerca;55500;3;Bajo;18;427
Media;Femenino;Alquilada;Soltero;Cerca;58600;1;Medio;6;624
Joven;Femenino;Propia;Casado;Lejos;55900;1;NA;6;788
Joven;Femenino;Alquilada;Soltero;Lejos;13700;2;NA;24;414
Adulta;Femenino;Propia;Casado;Lejos;81400;0;Alto;24;3001
NA;Femenino;Propia;Casado;Cerca;90500;0;Alto;6;863
Media;Femenino;Propia;Casado;Cerca;82200;1;NA;12;1517
Media;Masculino;Propia;Casado;Lejos;65400;3;NA;6;836
Media;Masculino;Propia;Soltero;Cerca;74400;0;Alto;12;1152
Joven;Masculino;Alquilada;Casado;Lejos;63300;3;NA;6;1408
Joven;Masculino;Alquilada;Casado;Lejos;51600;0;NA;12;1082
Joven;Masculino;Alquilada;Casado;Lejos;55000;0;NA;12;1162
Media;Femenino;Propia;Soltero;Cerca;43900;2;Bajo;6;358
Joven;Femenino;Propia;Soltero;Cerca;20300;1;Bajo;12;304
Joven;Femenino;Propia;Soltero;Lejos;16300;0;NA;12;360
Media;Masculino;Propia;Casado;Cerca;97600;2;Medio;12;1162
Adulta;Femenino;Alquilada;Soltero;Lejos;15100;0;Bajo;6;348
Joven;Femenino;Alquilada;Soltero;Cerca;12500;3;NA;12;206
Joven;Femenino;Alquilada;Soltero;Cerca;10600;2;Bajo;12;114
Media;Femenino;Propia;Soltero;Cerca;41300;1;NA;18;932
Joven;Femenino;Propia;Soltero;Cerca;27200;2;Bajo;18;446
Media;Masculino;Propia;Casado;Cerca;102400;1;NA;12;2466
Joven;Femenino;Propia;Soltero;Lejos;27900;1;NA;12;576
Adulta;Masculino;Alquilada;Casado;Lejos;23800;0;NA;12;428
Media;Masculino;Propia;Casado;Cerca;100000;1;Alto;24;2247
