Edad;Genero;Vivienda;Ecivil;Ubicacion;Salario;Hijos;Historial;Catalogos;Monto
Media;Femenino;Alquilada;Casado;Lejos;43300;3;Medio;24;716
Media;Masculino;Propia;Casado;Cerca;65800;1;NA;12;1017
Media;Femenino;Propia;Casado;Cerca;49700;2;Bajo;18;613
Media;Femenino;Alquilada;Casado;Cerca;82300;2;Medio;12;580
Media;Masculino;Alquilada;Soltero;Cerca;41200;0;Medio;12;841
Joven;Masculino;Alquilada;Soltero;Cerca;29200;0;Bajo;18;737
Media;Femenino;Propia;Soltero;Cerca;51900;2;NA;12;1162
Media;Femenino;Propia;Casado;Cerca;85500;2;Medio;18;895
Joven;Femenino;Alquilada;Soltero;Lejos;12400;3;Bajo;18;205
NA;Femenino;Propia;Casado;Cerca;111900;1;NA;12;2340
Media;Femenino;Alquilada;Soltero;Cerca;40400;1;Bajo;24;630
Joven;Masculino;Alquilada;Soltero;Lejos;10900;0;Bajo;24;407
Media;Masculino;Propia;Casado;Cerca;82400;3;NA;18;2122
Joven;Femenino;Alquilada;Soltero;Cerca;13200;1;Bajo;12;227
Media;Masculino;Alquilada;Soltero;Cerca;57800;0;Medio;24;1149
Adulta;Femenino;Propia;Casado;Cerca;52200;1;Medio;12;669
Media;Masculino;Alquilada;Casado;Lejos;64600;2;NA;24;2935
Media;Femenino;Propia;Soltero;Cerca;43100;0;NA;24;1444
Adulta;Femenino;Propia;Casado;Lejos;40100;0;Medio;12;1384
Adulta;Masculino;Propia;Casado;Cerca;84500;0;NA;12;1557
Adulta;Masculino;Alquilada;Casado;Cerca;34500;0;Medio;12;802
Joven;Femenino;Alquilada;Casado;Cerca;61000;1;NA;18;1611
Adulta;Femenino;Propia;Casado;Lejos;79300;0;NA;12;2047
Media;Masculino;Alquilada;Soltero;Cerca;44500;0;Medio;24;1175
Joven;Masculino;Alquilada;Casado;Cerca;39700;0;Medio;18;1011
Adulta;Femenino;Propia;Soltero;Cerca;30300;0;Bajo;18;1062
Joven;Femenino;Alquilada;Soltero;Cerca;20100;1;Bajo;12;271
Adulta;Masculino;Propia;Casado;Lejos;86500;0;Alto;24;2690
Adulta;Femenino;Alquilada;Soltero;Cerca;42500;0;Medio;24;918
Media;Masculino;Propia;Casado;Cerca;102300;0;Alto;24;2438
Media;Femenino;Propia;Soltero;Lejos;52600;2;Medio;12;1307
Media;Femenino;Alquilada;Soltero;Lejos;37800;2;NA;12;1185
Joven;Femenino;Alquilada;Soltero;Cerca;20300;2;Bajo;12;180
Media;Masculino;NA;Casado;Cerca;71600;1;NA;12;1198
Joven;Masculino;Alquilada;Casado;Cerca;54500;1;Medio;18;1001
Media;Masculino;Alquilada;Soltero;Cerca;54700;0;Medio;24;1355
NA;Masculino;Alquilada;Soltero;Lejos;58600;2;NA;6;989
Media;Masculino;Alquilada;Soltero;Lejos;53800;0;Alto;12;1803
Media;Femenino;Propia;Casado;Cerca;131500;3;NA;6;2840
Media;Masculino;Alquilada;Soltero;Lejos;52200;0;Alto;24;1909
Joven;Masculino;Alquilada;Casado;Cerca;37200;1;Bajo;6;247
Joven;Masculino;Alquilada;Soltero;Lejos;22900;1;NA;12;814
Joven;Masculino;Alquilada;Casado;Cerca;55500;3;Bajo;12;216
Joven;Femenino;Alquilada;Soltero;Lejos;12800;1;NA;24;365
Joven;Femenino;Alquilada;Soltero;Cerca;17600;2;Bajo;18;163
Adulta;Femenino;Propia;Soltero;Lejos;28300;0;Medio;24;933
Adulta;Masculino;Propia;Soltero;Cerca;41900;0;Medio;6;654
Joven;Femenino;Alquilada;Soltero;Cerca;14100;3;NA;6;153
Media;Masculino;Alquilada;Soltero;Cerca;52100;0;NA;12;1668
Media;Masculino;NA;Soltero;Lejos;38700;1;Medio;18;1009
Media;Femenino;Alquilada;Soltero;Lejos;44100;1;Medio;18;1659
Media;Masculino;Propia;Casado;Lejos;79200;1;Alto;6;1905
Joven;Femenino;Alquilada;Soltero;Cerca;22600;3;NA;6;521
Media;Masculino;Alquilada;Soltero;Cerca;55100;2;NA;6;826
Adulta;Femenino;Propia;Casado;Lejos;NA;0;Alto;18;2610
Media;Masculino;Propia;Casado;Cerca;107300;2;Medio;24;1194
Media;Femenino;Alquilada;Casado;Cerca;66500;1;NA;24;1181
Joven;Masculino;Alquilada;Soltero;Cerca;10200;0;NA;24;362
Joven;Femenino;Propia;Soltero;Lejos;41000;1;Medio;12;768
Media;Femenino;Alquilada;Soltero;Cerca;NA;1;Bajo;12;381
Media;Masculino;Alquilada;Casado;Lejos;72200;3;Medio;18;1811
Media;Masculino;Alquilada;Soltero;Lejos;36700;1;Medio;24;1218
Adulta;Masculino;Propia;Casado;Lejos;74500;0;NA;18;1413
Media;Femenino;Propia;Soltero;Cerca;60200;1;NA;12;1748
NA;Masculino;Alquilada;Soltero;Cerca;34500;0;Medio;24;639
Adulta;Femenino;Propia;Casado;Cerca;83700;0;Alto;18;1582
Joven;Masculino;Alquilada;Soltero;Lejos;14800;1;NA;12;376
Media;Masculino;Propia;Casado;Cerca;106400;0;NA;12;1757
Joven;Femenino;Alquilada;Casado;Cerca;42000;3;Bajo;6;105
Media;Masculino;Alquilada;Casado;Cerca;118800;0;Alto;12;2631
Joven;Femenino;Propia;Soltero;Lejos;21900;2;Bajo;24;486
Media;Masculino;Alquilada;Soltero;Cerca;39500;1;NA;6;412
Media;Masculino;Alquilada;Soltero;Cerca;45900;0;Medio;12;716
Joven;Femenino;Alquilada;Casado;Cerca;37100;2;Bajo;24;653
NA;Femenino;Alquilada;Soltero;Cerca;NA;1;Bajo;6;224
Media;Masculino;Alquilada;Casado;Cerca;74600;2;Medio;18;705
Media;Masculino;Propia;Casado;Cerca;122700;1;NA;18;4984
Joven;Femenino;Alquilada;Soltero;Cerca;14200;2;Bajo;18;197
Media;Masculino;NA;Casado;Lejos;75500;0;NA;18;2450
Media;Masculino;Propia;Soltero;Cerca;62900;0;NA;24;2561
Joven;Masculino;Alquilada;Soltero;Lejos;19400;0;Bajo;6;563
Media;Femenino;Alquilada;Soltero;Cerca;46600;0;NA;12;546
Media;Masculino;Propia;Casado;Lejos;79700;1;Alto;24;3384
Media;Masculino;Propia;Soltero;Cerca;45900;2;Bajo;12;416
Adulta;Femenino;NA;Casado;Cerca;42800;0;Medio;6;685
Adulta;Masculino;Propia;Casado;Lejos;65500;0;Alto;24;1931
Adulta;Femenino;Alquilada;Soltero;Cerca;33600;0;Medio;12;573
Media;Femenino;Propia;Soltero;Lejos;55600;1;Alto;18;1553
Joven;Femenino;Alquilada;Soltero;Cerca;24000;2;NA;6;362
Joven;Masculino;Alquilada;Soltero;Lejos;25700;0;Medio;18;907
Adulta;Femenino;Propia;Casado;Cerca;21500;0;Bajo;18;445
Adulta;Femenino;Alquilada;Casado;Cerca;68600;0;Alto;18;1342
Joven;Femenino;Alquilada;Soltero;Lejos;23100;2;Bajo;12;457
Media;Femenino;Alquilada;Casado;Cerca;53300;0;Medio;24;1598
Adulta;Femenino;Propia;Casado;Cerca;112800;0;Alto;12;1861
Adulta;Masculino;Propia;Casado;Cerca;124900;0;Alto;18;4109
Media;Femenino;Propia;Soltero;Cerca;72200;0;NA;18;3278
Media;Masculino;Alquilada;Soltero;Cerca;35100;1;Bajo;6;421
Adulta;Femenino;Alquilada;Soltero;Cerca;14900;0;NA;12;275
Media;Masculino;Alquilada;Soltero;Cerca;72000;0;Alto;12;1475
Media;Masculino;Propia;Casado;Cerca;82400;0;Alto;18;1779
Joven;Masculino;Alquilada;Casado;Cerca;41600;3;NA;24;1634
Media;Femenino;Propia;Casado;Cerca;68500;2;NA;12;1500
Joven;Masculino;Propia;Casado;Cerca;62200;0;Alto;24;1348
Adulta;Femenino;Propia;Soltero;Cerca;35900;0;NA;12;962
Joven;Masculino;Alquilada;Soltero;Cerca;14100;0;Bajo;12;328
Joven;Femenino;Alquilada;Casado;Cerca;NA;1;NA;18;747
Media;Femenino;Propia;Casado;Cerca;86400;1;Alto;12;1713
Adulta;Femenino;Alquilada;Casado;Cerca;39500;0;Medio;12;1006
Adulta;Masculino;Propia;Casado;Cerca;85300;0;NA;12;2523
Adulta;Femenino;Propia;Casado;Cerca;110700;0;Alto;12;2458
Joven;Masculino;Alquilada;Soltero;Lejos;NA;0;Bajo;18;742
Joven;Femenino;Alquilada;Casado;Lejos;33200;1;NA;24;1639
Media;Femenino;Propia;Soltero;Cerca;53800;0;Medio;12;843
Adulta;Masculino;Alquilada;Soltero;Cerca;44400;0;Medio;18;886
Media;Femenino;Alquilada;Casado;Cerca;135700;1;Alto;24;2746
Joven;Femenino;Alquilada;Soltero;Lejos;20700;1;Bajo;12;550
Media;Masculino;Alquilada;Casado;Lejos;83500;2;Alto;24;2098
Media;Femenino;Alquilada;Casado;Cerca;84200;2;Medio;24;954
Media;Femenino;Alquilada;Casado;Cerca;79900;1;Medio;12;1041
Adulta;Femenino;Alquilada;Soltero;Lejos;19700;0;Bajo;6;535
Media;Femenino;Alquilada;Soltero;Cerca;35300;0;NA;18;1369
Adulta;Masculino;Propia;Casado;Lejos;52000;0;Alto;18;2545
Joven;Masculino;NA;Soltero;Cerca;21300;1;NA;12;329
Media;Masculino;Propia;Soltero;Cerca;63700;0;NA;6;1351
Adulta;Femenino;Propia;Casado;Cerca;25900;0;Bajo;18;582
Media;Masculino;Alquilada;Casado;Cerca;65800;2;Medio;18;578
Adulta;Femenino;Alquilada;Soltero;Cerca;11000;0;NA;24;195
Adulta;Femenino;Alquilada;Casado;Cerca;65900;0;Alto;12;777
Media;Femenino;Propia;Casado;Cerca;108100;1;Alto;12;1133
Media;Masculino;Propia;Casado;Cerca;107300;2;Medio;18;1566
Media;Femenino;Alquilada;Casado;Cerca;79500;0;Alto;12;1651
Media;Femenino;Alquilada;Casado;Cerca;95900;0;NA;24;3168
Media;Masculino;Alquilada;Soltero;Cerca;45200;1;Medio;18;699
Media;Masculino;Propia;Casado;Cerca;98500;0;Alto;18;2034
Adulta;Femenino;Propia;Casado;Cerca;96200;0;Alto;12;1457
Joven;Masculino;Alquilada;Soltero;Cerca;17900;0;NA;18;395
Media;Masculino;Propia;Casado;Cerca;42700;0;Medio;6;541
Media;Masculino;Propia;Soltero;Lejos;49700;0;Alto;24;2844
Media;Femenino;Alquilada;Soltero;Cerca;43000;3;Bajo;24;225
Joven;Femenino;Alquilada;Soltero;Cerca;15500;1;Bajo;6;210
Joven;Masculino;Alquilada;Soltero;Cerca;13000;3;Bajo;6;43
Media;Femenino;Alquilada;Soltero;Cerca;27200;3;Bajo;24;243
Adulta;Femenino;Propia;Casado;Cerca;26700;0;Bajo;24;1120
Adulta;Masculino;Propia;Soltero;Lejos;61000;0;Alto;6;975
Media;Femenino;Propia;Casado;Cerca;76600;3;NA;24;2904
NA;Masculino;Propia;Casado;Cerca;117500;2;Medio;12;927
Adulta;Masculino;Propia;Casado;Cerca;90600;0;Alto;24;3167
Joven;Femenino;Alquilada;Soltero;Lejos;12600;0;Bajo;6;241
Adulta;Femenino;Propia;Soltero;Cerca;12700;2;Bajo;6;65
Media;Femenino;Propia;Casado;Lejos;77600;3;Medio;12;858
Media;Femenino;Alquilada;Casado;Lejos;92400;1;NA;6;2191
Adulta;Femenino;Alquilada;Casado;Cerca;71800;0;Alto;24;1946
Media;Masculino;Propia;Casado;Lejos;95800;3;NA;12;2581
Joven;Femenino;Propia;Soltero;Cerca;32600;3;Bajo;12;172
Media;Masculino;Propia;Casado;Cerca;74500;2;Medio;12;824
Adulta;Femenino;Alquilada;Soltero;Cerca;29200;0;Bajo;12;556
Joven;Femenino;Alquilada;Soltero;Lejos;12900;1;Bajo;6;167
Media;Masculino;Alquilada;Casado;Cerca;117700;1;Alto;12;2104
Media;Femenino;Propia;Casado;Cerca;64100;1;Medio;18;1332
Media;Femenino;Alquilada;Soltero;Cerca;46500;1;Medio;24;829
Joven;Femenino;Alquilada;Soltero;Cerca;12400;1;NA;12;229
Media;Masculino;Propia;Casado;Lejos;130600;0;Alto;18;3442
Media;Masculino;Propia;Casado;Lejos;74400;0;Alto;6;1893
Adulta;Femenino;Propia;Soltero;Lejos;40600;2;Medio;6;690
Joven;Femenino;Alquilada;Casado;Cerca;54200;1;Medio;6;486
Media;Masculino;Propia;Soltero;Lejos;65400;1;Alto;12;2290
Media;Masculino;Alquilada;Soltero;Cerca;49100;0;NA;6;934
Joven;Femenino;Alquilada;Soltero;Cerca;10600;2;NA;24;517
Joven;Femenino;Alquilada;Casado;Cerca;76400;0;NA;12;2216
Media;Femenino;Alquilada;Casado;Cerca;93700;1;Alto;24;1521
Media;Masculino;Alquilada;Soltero;Lejos;49000;0;Alto;18;1523
Media;Femenino;Propia;Casado;Cerca;96500;1;Alto;18;1364
Media;Masculino;Propia;Soltero;Cerca;55600;0;NA;12;952
Media;Masculino;Propia;Casado;Cerca;NA;1;Alto;6;871
Media;Femenino;Propia;Casado;Cerca;79900;3;Bajo;12;295
Adulta;Femenino;Alquilada;Casado;Cerca;50500;0;Medio;12;642
Adulta;Femenino;Propia;Soltero;Lejos;16300;0;Bajo;6;317
Adulta;Femenino;Propia;Casado;Cerca;49200;0;Medio;12;1078
Media;Masculino;Propia;Soltero;Lejos;48100;2;Medio;18;961
Media;Masculino;Propia;Soltero;Lejos;NA;2;Alto;24;1241
Media;Femenino;Propia;Casado;Cerca;72600;1;NA;18;1999
Joven;Masculino;Alquilada;Soltero;Lejos;19500;0;NA;24;571
Joven;Femenino;Alquilada;Soltero;Cerca;17200;1;NA;12;329
Media;Masculino;Alquilada;Soltero;Lejos;51100;0;Alto;24;1984
Media;Masculino;Propia;Soltero;Cerca;76800;1;Medio;18;1061
Media;Masculino;Propia;Soltero;Lejos;60200;0;Alto;12;1955
Media;Masculino;Alquilada;Soltero;Cerca;59100;2;Bajo;18;580
Adulta;Femenino;Propia;Soltero;Cerca;32500;0;Medio;24;883
Media;Femenino;Alquilada;Soltero;Lejos;49500;2;Medio;12;1195
Media;Masculino;Propia;Casado;Cerca;109600;1;Alto;12;2318
Joven;Femenino;Alquilada;Casado;Cerca;47300;0;NA;6;640
Media;Masculino;Alquilada;Casado;Cerca;93000;1;Alto;24;2644
Joven;Femenino;Propia;Soltero;Lejos;32000;1;NA;24;1320
Joven;Femenino;Propia;Soltero;Cerca;44700;1;Medio;6;502
Adulta;Femenino;Propia;Casado;Cerca;69400;0;Alto;18;2419
Media;Masculino;Propia;Casado;Cerca;64300;2;Medio;6;661
Media;Masculino;Propia;Soltero;Lejos;75400;0;Alto;24;2723
Media;Masculino;Propia;Casado;Cerca;96100;0;Alto;6;1588
Adulta;Femenino;Propia;Casado;Cerca;118000;3;Bajo;12;581
Joven;Masculino;Alquilada;Casado;Cerca;69700;1;Medio;12;1432
Adulta;Masculino;Propia;Soltero;Cerca;59300;0;Medio;12;929
Media;Femenino;Alquilada;Casado;Cerca;88600;3;Bajo;6;212
Media;Masculino;Propia;Casado;Cerca;102600;0;Alto;18;2546
NA;Masculino;Alquilada;Soltero;Cerca;43700;0;NA;18;1344
Adulta;Femenino;Propia;Casado;Cerca;NA;0;NA;24;947
Media;Masculino;Alquilada;Casado;Lejos;70500;1;NA;24;2145
Media;Masculino;Propia;Casado;Cerca;54200;1;Medio;6;757
Media;Femenino;Propia;Soltero;Lejos;25300;1;NA;6;451
Adulta;Masculino;Propia;Casado;Cerca;116100;1;Alto;24;2975
Joven;Femenino;Alquilada;Soltero;Cerca;15900;0;NA;18;406
Media;Femenino;Propia;Soltero;Cerca;46600;3;Bajo;6;158
Joven;Masculino;Propia;Soltero;Cerca;23200;0;NA;24;534
Joven;Masculino;Alquilada;Soltero;Cerca;18200;0;Bajo;12;401
Media;Femenino;Propia;Casado;Cerca;NA;1;Alto;18;1753
Joven;Femenino;Alquilada;Soltero;Cerca;17000;0;Bajo;18;659
Media;Masculino;Propia;Casado;Cerca;83000;2;Medio;6;726
Joven;Femenino;Propia;Casado;Cerca;42400;1;NA;18;1166
Adulta;Masculino;Propia;Soltero;Cerca;40200;2;NA;18;1197
Joven;Femenino;Alquilada;Soltero;Lejos;17300;0;Bajo;6;411
Media;Femenino;Propia;Casado;Cerca;109800;1;Alto;24;2258
Media;Femenino;Propia;Soltero;Lejos;64400;3;Medio;24;1913
Joven;Femenino;Alquilada;Soltero;Lejos;27600;1;Medio;24;893
Joven;Femenino;Alquilada;Soltero;Cerca;25100;1;NA;6;421
Media;Femenino;Propia;Soltero;Cerca;46300;3;NA;6;1138
Adulta;Femenino;Propia;Casado;Lejos;74900;0;NA;12;1804
Media;Masculino;Propia;Soltero;Cerca;67900;0;Alto;18;1418
Media;Masculino;Alquilada;Casado;Cerca;88500;2;Medio;24;1104
Media;Masculino;Propia;Casado;Cerca;99200;3;NA;12;2796
Adulta;Femenino;Propia;Casado;Cerca;62800;0;Alto;18;1403
Adulta;Masculino;Propia;Casado;Lejos;76900;2;Alto;24;3230
Media;Masculino;Propia;Casado;Cerca;84100;3;NA;6;1352
Adulta;Femenino;Propia;Casado;Cerca;77600;0;Alto;18;2004
Joven;Femenino;Alquilada;Soltero;Cerca;19100;1;Bajo;18;403
Adulta;Femenino;Propia;Casado;Lejos;128700;0;Alto;24;3995
Joven;Femenino;Alquilada;Soltero;Lejos;14400;1;Bajo;6;390
Adulta;Masculino;Alquilada;Casado;Cerca;49600;0;Medio;6;770
Media;Femenino;Alquilada;Soltero;Cerca;47000;0;NA;6;963
Joven;Femenino;Alquilada;Casado;Cerca;36600;0;Medio;6;833
Media;Femenino;Propia;Soltero;Cerca;65800;1;Medio;12;869
Media;Masculino;Alquilada;Casado;Lejos;52800;2;Medio;12;926
Media;Masculino;Propia;Casado;Cerca;96500;0;Alto;24;3780
Media;Femenino;Alquilada;Casado;Cerca;63500;1;Medio;18;1023
Media;Masculino;Alquilada;Soltero;Cerca;60400;1;Medio;6;791
Media;Masculino;Propia;Casado;Cerca;102700;3;NA;12;1473
Media;Masculino;Propia;Casado;Cerca;100100;2;NA;6;1597
Media;Masculino;Alquilada;Soltero;Cerca;54400;0;Medio;6;1150
Media;Masculino;Alquilada;Casado;Cerca;105600;3;Bajo;6;304
Adulta;Femenino;Propia;Casado;Lejos;57900;0;Alto;12;1693
Joven;Masculino;NA;Soltero;Cerca;31500;3;Bajo;18;269
Media;Femenino;Alquilada;Casado;Lejos;60100;1;Alto;18;1430
Media;Masculino;Alquilada;Casado;Cerca;87400;2;NA;18;2729
Media;Masculino;Propia;Casado;Cerca;117900;0;Alto;6;1760
Media;Masculino;Propia;Soltero;Cerca;48800;1;Medio;24;1271
Media;Femenino;Propia;Casado;Cerca;67900;3;Bajo;12;356
Adulta;Masculino;Alquilada;Casado;Lejos;66200;0;NA;6;1024
Media;Masculino;Alquilada;Casado;Cerca;88000;2;Medio;6;524
Media;Masculino;Alquilada;Casado;Cerca;94200;1;Alto;18;1211
Joven;Femenino;Alquilada;Soltero;Cerca;29200;3;NA;6;636
Joven;Masculino;Alquilada;Soltero;Lejos;15300;0;Bajo;24;645
Joven;Masculino;Alquilada;Soltero;Lejos;17500;0;Bajo;18;472
Adulta;Masculino;Propia;Casado;Cerca;168800;0;Alto;6;1512
Media;Masculino;Alquilada;Soltero;Lejos;40200;0;Alto;18;1634
Joven;Masculino;Alquilada;Soltero;Cerca;28400;3;Bajo;18;182
Media;Masculino;Alquilada;Casado;Lejos;72200;3;Medio;18;1042
Media;Femenino;Propia;Soltero;Lejos;55200;0;Alto;18;1714
Media;Femenino;Alquilada;Soltero;Cerca;44600;0;Medio;18;966
Media;Masculino;Propia;Soltero;Cerca;58400;0;Medio;12;829
Media;Femenino;Propia;Soltero;Cerca;67800;1;Medio;6;680
Adulta;Femenino;Propia;Soltero;Cerca;25500;0;Bajo;18;636
Joven;Femenino;Alquilada;Soltero;Lejos;20000;3;Bajo;6;182
Media;Masculino;Alquilada;Soltero;Lejos;52600;1;NA;18;1773
Media;Masculino;NA;Casado;Lejos;97600;1;NA;12;2902
Adulta;Masculino;Propia;Casado;Cerca;23400;0;Bajo;6;348
Media;Femenino;Propia;Casado;Cerca;102500;3;Bajo;12;548
Media;Femenino;Propia;Casado;Lejos;52300;1;Alto;18;2034
Media;Masculino;Alquilada;Soltero;Lejos;65400;0;Alto;12;2296
Joven;Masculino;Alquilada;Soltero;Cerca;19600;0;Bajo;12;395
Adulta;Masculino;Propia;Casado;Lejos;37000;0;Medio;12;850
Joven;Femenino;Alquilada;Soltero;Lejos;13200;0;NA;18;512
Media;Masculino;Alquilada;Soltero;Cerca;63800;1;Medio;24;1622
Adulta;Femenino;Alquilada;Soltero;Lejos;22600;0;NA;12;865
Adulta;Femenino;Propia;Soltero;Cerca;37300;0;Medio;6;673
Joven;Masculino;NA;Soltero;Lejos;14900;1;NA;12;422
Media;Femenino;Propia;Soltero;Cerca;36700;1;NA;6;529
Media;Masculino;Propia;Soltero;Cerca;63200;0;Alto;24;1932
Adulta;Masculino;Propia;Casado;Cerca;77300;0;Alto;18;1853
Media;Masculino;Alquilada;Soltero;Cerca;43100;1;NA;12;1224
Media;Femenino;Alquilada;Soltero;Lejos;44800;1;Medio;6;666
Adulta;Femenino;Alquilada;Casado;Cerca;70900;0;Alto;24;1685
Media;Femenino;Alquilada;Soltero;Lejos;38200;0;Medio;24;1476
Joven;Femenino;Alquilada;Soltero;Lejos;18400;1;Bajo;6;319
Media;Femenino;Alquilada;Soltero;Cerca;40700;3;Bajo;18;232
Adulta;Masculino;Propia;Soltero;Cerca;71300;0;Alto;18;1543
Media;Femenino;Alquilada;Soltero;Cerca;36400;2;Bajo;18;506
Joven;Masculino;Alquilada;Soltero;Cerca;15400;0;Bajo;6;172
Media;Masculino;Propia;Soltero;Lejos;39100;1;Medio;12;1001
Media;Masculino;Alquilada;Soltero;Cerca;43800;0;Medio;12;606
Joven;Masculino;Alquilada;Soltero;Lejos;25300;0;Medio;12;591
Adulta;Masculino;Alquilada;Casado;Cerca;71800;0;Alto;12;1389
Media;Masculino;Propia;Soltero;Cerca;73200;0;Alto;24;2177
Media;Masculino;Propia;Casado;Lejos;79000;1;Alto;18;2279
Media;Femenino;Alquilada;Casado;Cerca;75200;1;NA;24;2702
Joven;Femenino;Alquilada;Soltero;Cerca;25300;3;NA;6;510
Adulta;Femenino;Propia;Casado;Cerca;NA;0;Medio;12;1047
Media;Masculino;Propia;Casado;Cerca;83600;2;Medio;6;538
Media;Femenino;Propia;Soltero;Lejos;56200;0;Alto;18;1546
Joven;Masculino;Alquilada;Casado;Cerca;45500;0;Medio;6;754
Media;Masculino;Propia;Casado;Cerca;99300;1;Alto;12;1504
Media;Masculino;Propia;Casado;Lejos;108000;3;Alto;24;1849
Media;Femenino;Propia;Casado;Lejos;84900;1;Alto;24;3072
Media;Masculino;Propia;Casado;Lejos;93000;3;Alto;6;1046
Media;Femenino;Propia;Casado;Cerca;82000;0;Alto;18;1800
Adulta;Femenino;Propia;Soltero;Cerca;33000;3;NA;6;700
Media;Femenino;Propia;Soltero;Cerca;36900;2;Bajo;24;514
Media;Femenino;Alquilada;Soltero;Cerca;33200;1;NA;6;320
NA;Masculino;Alquilada;Casado;Cerca;49300;0;NA;24;1692
Adulta;Masculino;Alquilada;Casado;Lejos;66200;0;Alto;24;2057
NA;Masculino;Propia;Casado;Lejos;96800;2;Alto;18;2299
Adulta;Masculino;Propia;Soltero;Cerca;63200;0;Alto;24;1507
NA;Masculino;Propia;Casado;Lejos;112900;0;Alto;24;6217
Media;Femenino;Alquilada;Soltero;Cerca;32100;2;Bajo;24;405
Media;Masculino;Propia;Casado;Lejos;102700;1;Alto;18;3785
Media;Masculino;Propia;Casado;Cerca;123800;2;NA;18;3537
Adulta;Femenino;Alquilada;Soltero;Lejos;11700;0;Bajo;18;540
Media;Masculino;Propia;Casado;Cerca;101700;1;NA;6;941
Media;Femenino;Propia;Casado;Lejos;99200;0;Alto;24;5503
Joven;Masculino;Alquilada;Soltero;Cerca;NA;0;NA;6;273
Joven;Femenino;Alquilada;Soltero;Cerca;19400;1;NA;18;384
Media;Masculino;Alquilada;Soltero;Lejos;40500;1;NA;18;1073
Adulta;Masculino;Propia;Soltero;Cerca;44800;0;Medio;24;1417
Media;Masculino;Propia;Casado;Cerca;79000;2;Medio;18;671
Joven;Masculino;Alquilada;Casado;Cerca;53600;1;Medio;24;973
